FAC_NAME,DISTRICT,FACILITY,PHONE,BOX_NO,FAX,DIST_DHO,TIME,X,Y,CO_ORDINAT,NEAR_FAC,DATE_APPR,ROAD,NO_BED,OCCUP_RATE,DAT_CONSTR,FUNDEDBY,OWNER,POPULATION,NO_OP,NO_BIRTH_,PLAN_DHO,PLAN_MOW,DONATION,PERC_DONA,BUDG_APPRO,BUDG_ACT,COST_ACT,DIFFER_BY,REVENUE,FACODE,OBJECTID,IFDCMAP,LATITUDE,LONGITUDE,BUSI_DESCR,BUSI_NAME,ADDRESS,TA_VILLAGE,EPA,ID_ACC,POINTID
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","178",pnt_766,710259.00000000000,8341999.00000000000,NASFAM,NASFAM,,Nsamala,Bazare,"423","423"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","179",pnt_783,702829.00000000000,8315886.00000000000,AISAM,Alfred_Londoni_Banda,"Box_41,Phalula",Phalula,Phalula,"424","424"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","180",pnt_784,702925.00000000000,8316074.00000000000,AISAM,Fred_wilson_phuka_Nyoni,"Box_93,Phalula",Phalula,Phalula,"425","425"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","181",pnt_785,704299.00000000000,8321268.00000000000,AISAM,Emmi_Mkandawire,"Box_100,_Phalula",Nyanyala,Phalula,"426","426"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","182",pnt_786,700815.00000000000,8326338.00000000000,AISAM,Mponda_Lewis,"Box_171,Senzani",Likwangula,Phalula,"427","427"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","183",pnt_788,709115.00000000000,8335730.00000000000,AISAM,Charles_Ngombo,"Box_131,_balaka",Jambawe,Rivirivi,"428","428"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","184",pnt_790,706698.00000000000,8334655.00000000000,AISAM,Timothy_Mapira,"Box_38,_Balaka",Madyerathu,Rivirivi,"429","429"
,Balaka,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","185",pnt_791,706694.00000000000,8334650.00000000000,AISAM,Ganisani_Kanyamusetere,"Box_38,Balaka",Madyerathu,Rivirivi,"430","430"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","186",pnt_156,719644.00000000000,8393158.00000000000,AISAM,Abasi_Bata_Mdala,"Pastal_Agency,_Katema,_mangochi",Mponda,Nthilamanja,"431","431"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","187",pnt_157,712720.00000000000,8373562.00000000000,AISAM,Charles_Mpoola,"Box_1,_Ntobwa,_Balaka",Chimwala,Chilipa,"432","432"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","188",pnt_160,715124.00000000000,8364658.00000000000,AISAM,Fonex_Msampha,"Box_48,_Ntobwa,_Balaka",Chimwala,Chilipa,"433","433"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","189",pnt_161,715153.00000000000,8364616.00000000000,AISAM,Tobias_Zangalame,"Box_18,_Bwaila,_Balaka",Chimwala,Chilipa,"434","434"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","190",pnt_171,695746.00000000000,8426218.00000000000,AISAM,Amin_Mbalalika,"Box_8,_monkey_bay",Nankumba,Nankumba,"435","435"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","191",pnt_172,695931.00000000000,8422644.00000000000,AISAM,Allex_Wilo,"Box_25,_mvumba,_Monkey_bay",Nankumba,Nankumba,"436","436"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","192",pnt_173,695144.00000000000,8416736.00000000000,AISAM,Lawe_Sandikinda_Mbalu,Postal_Agency_Chantulo,Nankumba,Nankumba,"437","437"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","193",pnt_175,695826.00000000000,8411180.00000000000,AISAM,"Joseph_Z,_Ngwale","Box_20,_Mvumba,_Monkey_bay",Nankumba,Nankumba,"438","438"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","194",pnt_185,692619.00000000000,8391904.00000000000,AISAM,Sisi_Chikatiko,"Box_4,_kasinje,_Ntcheu",Nankumba,Nankumba,"439","439"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","195",pnt_186,694512.00000000000,8395600.00000000000,AISAM,J.H._Kaugule,"Box_25,_Monkey_bay",Nankumba,Nankumba,"440","440"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","196",pnt_187,693527.00000000000,8399254.00000000000,AISAM,Ezekiel_Thima,"Box_88,_Mvumba,_Monkey_bay",Nankumba,Nankumba,"441","441"
,Mangochi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","197",pnt_190,695800.00000000000,8411112.00000000000,AISAM,Madaliso_Banda,"Box_25,_mvumba,_Monkey_bay",Nankumba,Nankumba,"442","442"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","198",pnt_500,488074.00000000000,8474754.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_1631,Lilongwe",Mchinji_Boma,Mlonyeni,"443","443"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","199",pnt_503,487930.00000000000,8474822.00000000000,AISAM,Benson_Mbewe,"Box_25,Mchinji",Zulu,Mlonyeni,"444","444"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","200",pnt_504,488068.00000000000,8475178.00000000000,AISAM,N.P._Mtema,,Mchinji_Boma,Mlonyeni,"445","445"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","201",pnt_505,491044.00000000000,8489870.00000000000,AISAM,E._Shawa,"box_233,_Mchinji",Langa,mikundi,"446","446"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","202",pnt_506,494170.00000000000,8497480.00000000000,AISAM,Mr_Kachingwe,,Mkanda,Mkanda,"447","447"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","203",pnt_507,495184.00000000000,8505078.00000000000,NASFAM,NASFAM,"P/Bag_44,_Magawa",Mkanda,Mkanda,"448","448"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","204",pnt_508,495185.00000000000,8505206.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_1613,_Llongwe",Mkanda,Mkanda,"449","449"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","205",pnt_509,495174.00000000000,8505378.00000000000,AISAM,Kanyinji_Enterprises,"Box_26,_Mkanda",Mkanda,Mkanda,"450","450"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","206",pnt_510,495097.00000000000,8505386.00000000000,AISAM,Zinamdala,,Mkanda,Mkanda,"451","451"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","207",pnt_511,497922.00000000000,8506094.00000000000,AISAM,J_shati,"Box_215,Mkanda",Mkanda,Mkanda,"452","452"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","208",pnt_513,504112.00000000000,8507362.00000000000,AISAM,Gift_ChiKasungue,"Box_78,_Mkanda",Mkanda,Mkanda,"453","453"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","209",pnt_514,506824.00000000000,8505832.00000000000,AISAM,Genara_maglas,"Box_19,_Kapiri_mc",Kapondo,Kalulu,"454","454"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","210",pnt_515,518790.00000000000,8502380.00000000000,AISAM,Anny_Nseula,"P/Bag_47,Kapiri",Dambwe,kalulu,"455","455"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","211",pnt_516,518852.00000000000,8502262.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Box_30806,Lilongwe3",Nthema,Kalulu,"456","456"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","212",pnt_517,518893.00000000000,8502278.00000000000,NASFAM,NASFAM,"P/Bag_44,_Magawa",Nthema,kalulu,"457","457"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","213",pnt_518,518881.00000000000,8502262.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_1613,_Lilongwe",Nthema,kalulu,"458","458"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","214",pnt_520,504929.00000000000,8487106.00000000000,AISAM,W.Chikanganya,,Matutu,mikundi,"459","459"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","215",pnt_522,514888.00000000000,8484788.00000000000,AISAM,Dry_Desert_Shop,,Mikundi,mikundi,"460","460"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","216",pnt_524,518836.00000000000,8474734.00000000000,AISAM,SMK_Mwale,BOX_31,Smphasi,chiosya,"461","461"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","217",pnt_526,504739.00000000000,8470772.00000000000,KULIMA_GOLD,KULIMA_GOLD,Kamwendo_depot,Kamwendo,Mlonyeni,"462","462"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","218",pnt_527,504851.00000000000,8470672.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_1631,Lilongwe",Kamwendo,Mlonyeni,"463","463"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","219",pnt_528,504883.00000000000,8470596.00000000000,NASFAM,NASFAM,Kamwendo_depot,Kamwendo,Mlonyeni,"464","464"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","220",pnt_529,506901.00000000000,8462806.00000000000,AISAM,M._Leman,,,Mlonyeni,"465","465"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","221",pnt_530,503313.00000000000,8458406.00000000000,AISAM,Glades_Banda,"Box_38,_Tembwe",Kumbuyo,Mlonyeni,"466","466"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","222",pnt_532,515736.00000000000,8460804.00000000000,AISAM,Pet_Adriano-_Chimwemwe,"Box_23,_Tembwe",Mlonyeni,Mlonyeni,"467","467"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","223",pnt_534,524529.00000000000,8460550.00000000000,AISAM,Apatsa_Mosiyana,,Mavwere,Msitu,"468","468"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","224",pnt_535,529682.00000000000,8454850.00000000000,AISAM,Takondwa,"Box_91,Namitete",Waliranji,Msitu,"469","469"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","225",pnt_536,529446.00000000000,8454780.00000000000,AISAM,N._Leo,,Waliranji,Msitu,"470","470"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","226",pnt_537,515685.00000000000,8460674.00000000000,AISAM,Yankho_investiment,"Box_23,_Tembwe",Waliranji,Msitu,"471","471"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","227",pnt_1150,518990.00000000000,8502516.00000000000,CHIPIKU STORES,CHIPIKU STORES,ntetha trading centre,,,"472","472"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","228",pnt_1151,495229.00000000000,8504964.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Mkanda trding centre,,,"473","473"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","229",pnt_1152,495225.00000000000,8504976.00000000000,CHIPIKU STORES,CHIPIKU STORES,Mkanda trading centre,,,"474","474"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","230",pnt_1153,488035.00000000000,8474722.00000000000,CHIPIKU STORES,CHIPIKU STORES,Mchinji Boma,,,"475","475"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","231",pnt_1154,488117.00000000000,8474828.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Mchinji Boma,,,"476","476"
,Mchinji,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","232",pnt_1155,518907.00000000000,8502326.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Nthema Trading Centre,,,"477","477"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","233",pnt_690,564881.00000000000,8607380.00000000000,NASFAM,NASFAM,"P/Bag_8,Embangweni",Mabulawo,Emfeni,"478","478"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","234",pnt_691,565452.00000000000,8607312.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_99,_Mabulabo",Mabulawo,Emfeni,"479","479"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","235",pnt_694,570067.00000000000,8619836.00000000000,FARMERS_WORLD,FARMERS_WORLD,P.O.Luwelezi,Luwelezi,Luwelezi,"480","480"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","236",pnt_696,559851.00000000000,8633954.00000000000,AISAM,Stayteen_K_Chipeta,"Yezgaso_Grocery,_Box_4,_Champhira",Genda_Trading,Khosolo,"481","481"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","237",pnt_699,564848.00000000000,8636650.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_158,_Champhira",Champhira,Champhira,"482","482"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","238",pnt_700,566229.00000000000,8636508.00000000000,AISAM,Kaulizi_Mphande,"Box_26,_Champhira",Champhira,Champhira,"483","483"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","239",pnt_877,564881.00000000000,8607380.00000000000,NASFAM,NASFAM,"P/Bag_8,Embangweni",Mabulawo,Emfeni,"484","484"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","240",pnt_878,565452.00000000000,8607312.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_99,_Mabulabo",Mabulawo,Emfeni,"485","485"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","241",pnt_881,570067.00000000000,8619836.00000000000,FARMERS_WORLD,FARMERS_WORLD,P.O.Luwelezi,Luwelezi,Luwelezi,"486","486"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","242",pnt_883,559851.00000000000,8633954.00000000000,AISAM,Stayteen_K_Chipeta,"Yezgaso_Grocery,_Box_4,_Champhira",Genda_Trading,Khosolo,"487","487"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","243",pnt_886,564848.00000000000,8636650.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_158,_Champhira",Champhira,Champhira,"488","488"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","244",pnt_887,566229.00000000000,8636508.00000000000,AISAM,Kaulizi_Mphande,"Box_26,_Champhira",Champhira,Champhira,"489","489"
,Mzimba,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","245",pnt_1039,559775.00000000000,8633808.00000000000,CHIPIKU STORES,CHIPIKU STORES,Jenda Trading Centre,,,"490","490"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","246",pnt_339,636962.00000000000,8521484.00000000000,AISAM,Tikasauka_Kachele,"Box_23,_Benga",Mwazama,Zidyana,"491","491"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","247",pnt_341,627301.00000000000,8516944.00000000000,AISAM,Takumana_Grocery_(T.D._Chikakuda),"Box_11,_Benga",Mwansambo,Mwansambo,"492","492"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","248",pnt_342,619715.00000000000,8521610.00000000000,AISAM,William_Mbiliyamveka,,Kasakula,Mwansambo,"493","493"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","249",pnt_344,620514.00000000000,8531950.00000000000,AISAM,Stanly_Kamanja,"Box_8,_Mwansambo",Mwansambo,Mwansambo,"494","494"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","250",pnt_345,626477.00000000000,8533666.00000000000,AISAM,Micheal_K._Nthewe,"Box_18,_Mwansambo",Mwansambo,Mwansambo,"495","495"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","251",pnt_347,620819.00000000000,8617058.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Box_160,_Dwangwa",Kanyenda,Nkhunga,"496","496"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","252",pnt_348,620824.00000000000,8616882.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_180,_Dwangwa",Kanyenda,Nkhunga,"497","497"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","253",pnt_349,626704.00000000000,8604578.00000000000,AISAM,Laston_Mwitha,"Box_39,_Liwalazi",Kanyenda,Nkhunga,"498","498"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","254",pnt_350,627097.00000000000,8592552.00000000000,AISAM,Samson_Gama,"Box_12,_Nsenjere",Kanyenda,Nkhunga,"499","499"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","255",pnt_353,632622.00000000000,8583370.00000000000,AISAM,Chipiliro_Stambuli,"Private_Bag_16,_Nkhotakota",Mphonde,Linga,"500","500"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","256",pnt_354,635164.00000000000,8579460.00000000000,AISAM,Alfred_Phiri,"Box_174,_Nkhotakota",Mponde_trading_Centre,Linga,"501","501"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","257",pnt_355,639167.00000000000,8571254.00000000000,AISAM,Ruth_Kampanje,"Box_148,_Nkhotakota",Malengachanzi,Linga,"502","502"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","258",pnt_357,639272.00000000000,8570852.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Nkhotakota_Depot,_Box_104,_Nkhotakota",Malengachanzi,Linga,"503","503"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","259",pnt_358,639238.00000000000,8570684.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Nkhotakota_Depot,_Box_30806,_Lilongwe",Malengachanzi,Linga,"504","504"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","260",pnt_359,640667.00000000000,8560202.00000000000,AISAM,E.Likwambe,"Box_46,_Nkhotakota",Malengachanzi,Linga,"505","505"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","261",pnt_360,635640.00000000000,8554922.00000000000,AISAM,S._Ganizani,"BOX_315,_Nkhotakota",Malengachanzi,Linga,"506","506"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","262",pnt_361,640803.00000000000,8537402.00000000000,AISAM,Amon_Y._Jusele,"Box_16,_Chia",Mwazama,Zidyana,"507","507"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","263",pnt_362,640673.00000000000,8537377.00000000000,AISAM,L.E._Kasiyamaliro,"Chia,_Nkhotakota",Mwazama,Zidyana,"508","508"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","264",pnt_363,621395.00000000000,8537386.00000000000,AISAM,Y.S._Maseya,"Private_Bag_5,_Mwansambo",Mwansambo,Mwansambo,"509","509"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","265",pnt_364,638707.00000000000,8540182.00000000000,AISAM,B._Benjamini,"Box_20,_Chia,_Nkhotakota",Mwazama,Zidyana,"510","510"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","266",pnt_365,635329.00000000000,8543472.00000000000,AISAM,V._Black,"Box_14,_Chia",Mwazama,Zidyana,"511","511"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","267",pnt_366,641299.00000000000,8553400.00000000000,AISAM,S._Malota,"Box_2,_Nkhotakota",Malengachanzi,Lina,"512","512"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","268",pnt_367,636183.00000000000,8518284.00000000000,AISAM,R.P._Nkhadani,"Box_18,_Benga,_Nkhotakota",Mwazama,Zidyana,"513","513"
,Nkhotakota,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","269",pnt_371,633450.00000000000,8565612.00000000000,AISAM,Mikie_Phiri,"Box_356,_Nkhotakota",Malengachanzi,Linga,"514","514"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","270",pnt_929,677654.00000000000,8394680.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Lizulu,Njolomole,"515","515"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","271",pnt_932,671851.00000000000,8332093.00000000000,AISAM,Dyson_Masasa,,Doviko,Tsangano,"516","516"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","272",pnt_933,666961.00000000000,8379845.00000000000,AISAM,Geofrey_Gola_Sato,,Njolomole,,"517","517"
